Match_id,IPL_year,Match_Info,Match_Date,Match_Team,Match_Result,Match_Cricbuzz_URL,Stadium,Location,Highlights_available
5686059,2008,1st match,2008-04-18,ROYAL CHALLENGERS BANGALORE vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 140 runs,https://www.cricbuzz.com/cricket-scores/10557/rcb-vs-kkr-1st-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
7762380,2008,2nd match,2008-04-19,KINGS XI PUNJAB vs CHENNAI SUPER KINGS,Chennai Super Kings won by 33 runs,https://www.cricbuzz.com/cricket-scores/10556/kxip-vs-csk-2nd-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
1491263,2008,3rd match,2008-04-19,DELHI CAPITALS vs RAJASTHAN ROYALS,Delhi Daredevils won by 9 wickets (with 29 balls remaining),https://www.cricbuzz.com/cricket-scores/10555/dc-vs-rr-3rd-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
7662859,2008,4th match,2008-04-20,KOLKATA KNIGHT RIDERS vs DECCAN CHARGERS,Kolkata Knight Riders won by 5 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10554/kkr-vs-dcg-4th-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
8361472,2008,5th match,2008-04-20,MUMBAI INDIANS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 5 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10553/mi-vs-rcb-5th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
9802433,2008,6th match,2008-04-21,RAJASTHAN ROYALS vs KINGS XI PUNJAB,Rajasthan Royals won by 6 wickets (with 11 balls remaining),https://www.cricbuzz.com/cricket-scores/10552/rr-vs-kxip-6th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
6119559,2008,7th match,2008-04-22,DECCAN CHARGERS vs DELHI CAPITALS,Delhi Daredevils won by 9 wickets (with 42 balls remaining),https://www.cricbuzz.com/cricket-scores/10551/dcg-vs-dc-7th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
8777005,2008,8th match,2008-04-23,CHENNAI SUPER KINGS vs MUMBAI INDIANS,Chennai Super Kings won by 6 runs,https://www.cricbuzz.com/cricket-scores/10550/csk-vs-mi-8th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
8633404,2008,9th match,2008-04-24,DECCAN CHARGERS vs RAJASTHAN ROYALS,Rajasthan Royals won by 3 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10549/dcg-vs-rr-9th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
9355097,2008,10th match,2008-04-25,KINGS XI PUNJAB vs MUMBAI INDIANS,Kings XI Punjab won by 66 runs,https://www.cricbuzz.com/cricket-scores/10548/kxip-vs-mi-10th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
6264638,2008,11th match,2008-04-26,CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS,Chennai Super Kings won by 9 wickets (with 18 balls remaining),https://www.cricbuzz.com/cricket-scores/10547/csk-vs-kkr-11th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
4322213,2008,12th match,2008-04-26,ROYAL CHALLENGERS BANGALORE vs RAJASTHAN ROYALS,Rajasthan Royals won by 7 wickets (with 17 balls remaining),https://www.cricbuzz.com/cricket-scores/10546/rcb-vs-rr-12th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
7982546,2008,13th match,2008-04-27,KINGS XI PUNJAB vs DELHI CAPITALS,Kings XI Punjab won by 4 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10545/kxip-vs-dc-13th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
5770260,2008,14th match,2008-04-27,MUMBAI INDIANS vs DECCAN CHARGERS,Deccan Chargers won by 10 wickets (with 48 balls remaining),https://www.cricbuzz.com/cricket-scores/10543/mi-vs-dcg-14th-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,False
6700491,2008,15th match,2008-04-28,ROYAL CHALLENGERS BANGALORE vs CHENNAI SUPER KINGS,Chennai Super Kings won by 13 runs,https://www.cricbuzz.com/cricket-scores/10544/rcb-vs-csk-15th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
9790268,2008,16th match,2008-04-29,KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS,Mumbai Indians won by 7 wickets (with 8 balls remaining),https://www.cricbuzz.com/cricket-scores/10542/kkr-vs-mi-16th-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
1188317,2008,17th match,2008-04-30,DELHI CAPITALS vs ROYAL CHALLENGERS BANGALORE,Delhi Daredevils won by 10 runs,https://www.cricbuzz.com/cricket-scores/10541/dc-vs-rcb-17th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
1745431,2008,18th match,2008-05-01,RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS,Rajasthan Royals won by 45 runs,https://www.cricbuzz.com/cricket-scores/10540/rr-vs-kkr-18th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
1412649,2008,19th match,2008-05-01,DECCAN CHARGERS vs KINGS XI PUNJAB,Kings XI Punjab won by 7 wickets (with 7 balls remaining),https://www.cricbuzz.com/cricket-scores/10539/dcg-vs-kxip-19th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
5342513,2008,20th match,2008-05-02,CHENNAI SUPER KINGS vs DELHI CAPITALS,Delhi Daredevils won by 8 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10538/csk-vs-dc-20th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
7991326,2008,21st match,2008-05-03,ROYAL CHALLENGERS BANGALORE vs DECCAN CHARGERS,Royal Challengers Bangalore won by 3 runs,https://www.cricbuzz.com/cricket-scores/10537/rcb-vs-dcg-21st-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
5490326,2008,22nd match,2008-05-03,KINGS XI PUNJAB vs KOLKATA KNIGHT RIDERS,Kings XI Punjab won by 9 runs,https://www.cricbuzz.com/cricket-scores/10535/kxip-vs-kkr-22nd-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
5839401,2008,23rd match,2008-05-04,MUMBAI INDIANS vs DELHI CAPITALS,Mumbai Indians won by 29 runs,https://www.cricbuzz.com/cricket-scores/10536/mi-vs-dc-23rd-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,False
9487943,2008,24th match,2008-05-04,RAJASTHAN ROYALS vs CHENNAI SUPER KINGS,Rajasthan Royals won by 8 wickets (with 34 balls remaining),https://www.cricbuzz.com/cricket-scores/10534/rr-vs-csk-24th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
4969343,2008,25th match,2008-05-05,ROYAL CHALLENGERS BANGALORE vs KINGS XI PUNJAB,Kings XI Punjab won by 6 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10532/rcb-vs-kxip-25th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
4935766,2008,26th match,2008-05-06,CHENNAI SUPER KINGS vs DECCAN CHARGERS,Deccan Chargers won by 7 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10533/csk-vs-dcg-26th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
6966337,2008,27th match,2008-05-07,MUMBAI INDIANS vs RAJASTHAN ROYALS,Mumbai Indians won by 7 wickets (with 29 balls remaining),https://www.cricbuzz.com/cricket-scores/10530/mi-vs-rr-27th-match-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,False
8468928,2008,28th match,2008-05-08,DELHI CAPITALS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 4 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10531/dc-vs-csk-28th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
1323900,2008,29th match,2008-05-08,KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BANGALORE,Kolkata Knight Riders won by 5 runs,https://www.cricbuzz.com/cricket-scores/10529/kkr-vs-rcb-29th-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
5389073,2008,30th match,2008-05-09,RAJASTHAN ROYALS vs DECCAN CHARGERS,Rajasthan Royals won by 8 wickets (with 24 balls remaining),https://www.cricbuzz.com/cricket-scores/10527/rr-vs-dcg-30th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
7349528,2008,31st match,2008-05-10,CHENNAI SUPER KINGS vs KINGS XI PUNJAB,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/10528/csk-vs-kxip-31st-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
8995823,2008,32nd match,2008-05-11,DECCAN CHARGERS vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10526/dcg-vs-kkr-32nd-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
3789354,2008,33rd match,2008-05-11,RAJASTHAN ROYALS vs DELHI CAPITALS,Rajasthan Royals won by 3 wickets (with 5 balls remaining),https://www.cricbuzz.com/cricket-scores/10524/rr-vs-dc-33rd-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
3966046,2008,34th match,2008-05-12,KINGS XI PUNJAB vs ROYAL CHALLENGERS BANGALORE,Kings XI Punjab won by 9 wickets (with 26 balls remaining),https://www.cricbuzz.com/cricket-scores/10525/kxip-vs-rcb-34th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
4686293,2008,35th match,2008-05-13,KOLKATA KNIGHT RIDERS vs DELHI CAPITALS,Kolkata Knight Riders won by 23 runs,https://www.cricbuzz.com/cricket-scores/10523/kkr-vs-dc-35th-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
8007793,2008,36th match,2008-05-14,MUMBAI INDIANS vs CHENNAI SUPER KINGS,Mumbai Indians won by 9 wickets (with 37 balls remaining),https://www.cricbuzz.com/cricket-scores/10522/mi-vs-csk-36th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
9226105,2008,37th match,2008-05-15,DELHI CAPITALS vs DECCAN CHARGERS,Delhi Daredevils won by 12 runs,https://www.cricbuzz.com/cricket-scores/10521/dc-vs-dcg-37th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
3022340,2008,38th match,2008-05-16,MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS,Mumbai Indians won by 8 wickets (with 87 balls remaining),https://www.cricbuzz.com/cricket-scores/10520/mi-vs-kkr-38th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
3435864,2008,39th match,2008-05-17,RAJASTHAN ROYALS vs ROYAL CHALLENGERS BANGALORE,Rajasthan Royals won by 65 runs,https://www.cricbuzz.com/cricket-scores/10518/rr-vs-rcb-39th-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
7421547,2008,40th match,2008-05-17,DELHI CAPITALS vs KINGS XI PUNJAB,Kings XI Punjab won by 6 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10519/dc-vs-kxip-40th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
9866842,2008,41st match,2008-05-18,KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 3 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10517/kkr-vs-csk-41st-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
1619817,2008,42nd match,2008-05-18,DECCAN CHARGERS vs MUMBAI INDIANS,Mumbai Indians won by 25 runs,https://www.cricbuzz.com/cricket-scores/10515/dcg-vs-mi-42nd-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
3490383,2008,43rd match,2008-05-19,ROYAL CHALLENGERS BANGALORE vs DELHI CAPITALS,Delhi Daredevils won by 5 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10516/rcb-vs-dc-43rd-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
3059328,2008,44th match,2008-05-20,KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS,Rajasthan Royals won by 6 wickets (with 21 balls remaining),https://www.cricbuzz.com/cricket-scores/10514/kkr-vs-rr-44th-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
9898756,2008,45th match,2008-05-21,MUMBAI INDIANS vs KINGS XI PUNJAB,Kings XI Punjab won by 1 run,https://www.cricbuzz.com/cricket-scores/10512/mi-vs-kxip-45th-match-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
7959129,2008,46th match,2008-05-21,CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 14 runs,https://www.cricbuzz.com/cricket-scores/10513/csk-vs-rcb-46th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
4530466,2008,47th match,2008-05-22,DELHI CAPITALS vs KOLKATA KNIGHT RIDERS,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10511/dc-vs-kkr-47th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
1931287,2008,48th match,2008-05-23,KINGS XI PUNJAB vs DECCAN CHARGERS,Kings XI Punjab won by 6 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10510/kxip-vs-dcg-48th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
8144730,2008,49th match,2008-05-24,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Rajasthan Royals won by 10 runs,https://www.cricbuzz.com/cricket-scores/10509/csk-vs-rr-49th-match-indian-premier-league-2008,MA Chidambaram Stadium,Chennai,False
3098198,2008,50th match,2008-05-24,DELHI CAPITALS vs MUMBAI INDIANS,Delhi Daredevils won by 5 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10508/dc-vs-mi-50th-match-indian-premier-league-2008,Arun Jaitley Stadium,Delhi,False
3771943,2008,51st match,2008-05-25,DECCAN CHARGERS vs ROYAL CHALLENGERS BANGALORE,Royal Challengers Bangalore won by 5 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10507/dcg-vs-rcb-51st-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
5408446,2008,52nd match,2008-05-25,KOLKATA KNIGHT RIDERS vs KINGS XI PUNJAB,Kolkata Knight Riders won by 3 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10506/kkr-vs-kxip-52nd-match-indian-premier-league-2008,Eden Gardens,Kolkata,False
5820324,2008,53rd match,2008-05-26,RAJASTHAN ROYALS vs MUMBAI INDIANS,Rajasthan Royals won by 5 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10505/rr-vs-mi-53rd-match-indian-premier-league-2008,Sawai Mansingh Stadium,Jaipur,False
6849243,2008,54th match,2008-05-27,DECCAN CHARGERS vs CHENNAI SUPER KINGS,Chennai Super Kings won by 7 wickets (with 4 balls remaining),https://www.cricbuzz.com/cricket-scores/10504/dcg-vs-csk-54th-match-indian-premier-league-2008,Rajiv Gandhi International Stadium,Hyderabad,False
7836537,2008,55th match,2008-05-28,ROYAL CHALLENGERS BANGALORE vs MUMBAI INDIANS,Mumbai Indians won by 9 wickets (with 12 balls remaining),https://www.cricbuzz.com/cricket-scores/10503/rcb-vs-mi-55th-match-indian-premier-league-2008,M.Chinnaswamy Stadium,Bengaluru,False
3966152,2008,56th match,2008-05-28,KINGS XI PUNJAB vs RAJASTHAN ROYALS,Kings XI Punjab won by 41 runs,https://www.cricbuzz.com/cricket-scores/10502/kxip-vs-rr-56th-match-indian-premier-league-2008,Punjab Cricket Association IS Bindra Stadium,Mohali,False
2254688,2008,1st Semi-Final,2008-05-30,DELHI CAPITALS vs RAJASTHAN ROYALS,Rajasthan Royals won by 105 runs,https://www.cricbuzz.com/cricket-scores/10500/dc-vs-rr-1st-semi-final-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
9826634,2008,2nd Semi-Final,2008-05-31,CHENNAI SUPER KINGS vs KINGS XI PUNJAB,Chennai Super Kings won by 9 wickets (with 31 balls remaining),https://www.cricbuzz.com/cricket-scores/10501/csk-vs-kxip-2nd-semi-final-indian-premier-league-2008,Wankhede Stadium,Mumbai,False
3822087,2008,Final,2008-06-01,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Rajasthan Royals won by 3 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10558/csk-vs-rr-final-indian-premier-league-2008,Dr DY Patil Sports Academy,Mumbai,False
3317614,2009,1st match,2009-04-18,CHENNAI SUPER KINGS vs MUMBAI INDIANS,Mumbai Indians won by 19 runs,https://www.cricbuzz.com/cricket-scores/10605/csk-vs-mi-1st-match-indian-premier-league-2009,Newlands,Cape Town,False
3347936,2009,2nd match,2009-04-18,ROYAL CHALLENGERS BANGALORE vs RAJASTHAN ROYALS,Royal Challengers Bangalore won by 75 runs,https://www.cricbuzz.com/cricket-scores/10604/rcb-vs-rr-2nd-match-indian-premier-league-2009,Newlands,Cape Town,False
4315416,2009,3rd match,2009-04-19,DELHI CAPITALS vs KINGS XI PUNJAB,Delhi Daredevils won by 10 wickets (with 7 balls remaining) (D/L method),https://www.cricbuzz.com/cricket-scores/10603/dc-vs-kxip-3rd-match-indian-premier-league-2009,Newlands,Cape Town,False
4089729,2009,4th match,2009-04-19,DECCAN CHARGERS vs KOLKATA KNIGHT RIDERS,Deccan Chargers won by 8 wickets (with 41 balls remaining),https://www.cricbuzz.com/cricket-scores/10602/dcg-vs-kkr-4th-match-indian-premier-league-2009,Newlands,Cape Town,False
4745613,2009,5th match,2009-04-20,ROYAL CHALLENGERS BANGALORE vs CHENNAI SUPER KINGS,Chennai Super Kings won by 92 runs,https://www.cricbuzz.com/cricket-scores/10601/rcb-vs-csk-5th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
1501507,2009,6th match,2009-04-21,KINGS XI PUNJAB vs KOLKATA KNIGHT RIDERS,Kolkata Knight Riders won by 11 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10600/kxip-vs-kkr-6th-match-indian-premier-league-2009,Kingsmead,Durban,False
7605696,2009,7th match,2009-04-21,MUMBAI INDIANS vs RAJASTHAN ROYALS,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10599/mi-vs-rr-7th-match-indian-premier-league-2009,Kingsmead,Durban,False
4178957,2009,8th match,2009-04-22,ROYAL CHALLENGERS BANGALORE vs DECCAN CHARGERS,Deccan Chargers won by 24 runs,https://www.cricbuzz.com/cricket-scores/10598/rcb-vs-dcg-8th-match-indian-premier-league-2009,Newlands,Cape Town,False
3652309,2009,9th match,2009-04-23,CHENNAI SUPER KINGS vs DELHI CAPITALS,Delhi Daredevils won by 9 runs,https://www.cricbuzz.com/cricket-scores/10597/csk-vs-dc-9th-match-indian-premier-league-2009,Kingsmead,Durban,False
2344203,2009,10th match,2009-04-23,KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS,Match tied (Rajasthan Royals won the one-over eliminator),https://www.cricbuzz.com/cricket-scores/10596/kkr-vs-rr-10th-match-indian-premier-league-2009,Newlands,Cape Town,False
5544775,2009,11th match,2009-04-24,ROYAL CHALLENGERS BANGALORE vs KINGS XI PUNJAB,Kings XI Punjab won by 7 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10595/rcb-vs-kxip-11th-match-indian-premier-league-2009,Kingsmead,Durban,False
8411789,2009,12th match,2009-04-25,DECCAN CHARGERS vs MUMBAI INDIANS,Deccan Chargers won by 12 runs,https://www.cricbuzz.com/cricket-scores/10594/dcg-vs-mi-12th-match-indian-premier-league-2009,Kingsmead,Durban,False
4246792,2009,13th match,2009-04-25,CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS,Match abandoned without a ball bowled,https://www.cricbuzz.com/cricket-scores/10593/csk-vs-kkr-13th-match-indian-premier-league-2009,Newlands,Cape Town,False
7489131,2009,14th match,2009-04-26,ROYAL CHALLENGERS BANGALORE vs DELHI CAPITALS,Delhi Daredevils won by 6 wickets (with 4 balls remaining),https://www.cricbuzz.com/cricket-scores/10592/rcb-vs-dc-14th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
6547783,2009,15th match,2009-04-26,KINGS XI PUNJAB vs RAJASTHAN ROYALS,Kings XI Punjab won by 27 runs,https://www.cricbuzz.com/cricket-scores/10591/kxip-vs-rr-15th-match-indian-premier-league-2009,Newlands,Cape Town,False
8418820,2009,16th match,2009-04-27,CHENNAI SUPER KINGS vs DECCAN CHARGERS,Deccan Chargers won by 6 wickets (with 3 balls remaining),https://www.cricbuzz.com/cricket-scores/10590/csk-vs-dcg-16th-match-indian-premier-league-2009,Kingsmead,Durban,False
9100409,2009,17th match,2009-04-27,KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS,Mumbai Indians won by 92 runs,https://www.cricbuzz.com/cricket-scores/10589/kkr-vs-mi-17th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
1470768,2009,18th match,2009-04-28,DELHI CAPITALS vs RAJASTHAN ROYALS,Rajasthan Royals won by 5 wickets (with 9 balls remaining),https://www.cricbuzz.com/cricket-scores/10588/dc-vs-rr-18th-match-indian-premier-league-2009,SuperSport Park,Centurion,False
3989564,2009,19th match,2009-04-29,ROYAL CHALLENGERS BANGALORE vs KOLKATA KNIGHT RIDERS,Royal Challengers Bangalore won by 5 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10587/rcb-vs-kkr-19th-match-indian-premier-league-2009,Kingsmead,Durban,False
4487954,2009,20th match,2009-04-29,KINGS XI PUNJAB vs MUMBAI INDIANS,Kings XI Punjab won by 3 runs,https://www.cricbuzz.com/cricket-scores/10586/kxip-vs-mi-20th-match-indian-premier-league-2009,Kingsmead,Durban,False
5800608,2009,21st match,2009-04-30,DECCAN CHARGERS vs DELHI CAPITALS,Delhi Daredevils won by 6 wickets (with 8 balls remaining),https://www.cricbuzz.com/cricket-scores/10585/dcg-vs-dc-21st-match-indian-premier-league-2009,SuperSport Park,Centurion,False
6647370,2009,22nd match,2009-04-30,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Chennai Super Kings won by 38 runs,https://www.cricbuzz.com/cricket-scores/10584/csk-vs-rr-22nd-match-indian-premier-league-2009,SuperSport Park,Centurion,False
3119959,2009,23rd match,2009-05-01,KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS,Mumbai Indians won by 9 runs,https://www.cricbuzz.com/cricket-scores/10583/kkr-vs-mi-23rd-match-indian-premier-league-2009,Buffalo Park,East London,False
5047737,2009,24th match,2009-05-01,ROYAL CHALLENGERS BANGALORE vs KINGS XI PUNJAB,Royal Challengers Bangalore won by 8 runs,https://www.cricbuzz.com/cricket-scores/10582/rcb-vs-kxip-24th-match-indian-premier-league-2009,Kingsmead,Durban,False
6334730,2009,25th match,2009-05-02,DECCAN CHARGERS vs RAJASTHAN ROYALS,Rajasthan Royals won by 3 wickets (with 2 balls remaining),https://www.cricbuzz.com/cricket-scores/10581/dcg-vs-rr-25th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
7503900,2009,26th match,2009-05-02,CHENNAI SUPER KINGS vs DELHI CAPITALS,Chennai Super Kings won by 18 runs,https://www.cricbuzz.com/cricket-scores/10580/csk-vs-dc-26th-match-indian-premier-league-2009,The Wanderers Stadium,Johannesburg,False
2703572,2009,27th match,2009-05-03,KINGS XI PUNJAB vs KOLKATA KNIGHT RIDERS,Kings XI Punjab won by 6 wickets (with 0 balls remaining),https://www.cricbuzz.com/cricket-scores/10579/kxip-vs-kkr-27th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
5565408,2009,28th match,2009-05-03,ROYAL CHALLENGERS BANGALORE vs MUMBAI INDIANS,Royal Challengers Bangalore won by 9 wickets (with 11 balls remaining),https://www.cricbuzz.com/cricket-scores/10578/rcb-vs-mi-28th-match-indian-premier-league-2009,The Wanderers Stadium,Johannesburg,False
6819532,2009,29th match,2009-05-04,CHENNAI SUPER KINGS vs DECCAN CHARGERS,Chennai Super Kings won by 78 runs,https://www.cricbuzz.com/cricket-scores/10577/csk-vs-dcg-29th-match-indian-premier-league-2009,Buffalo Park,East London,False
9655731,2009,30th match,2009-05-05,KINGS XI PUNJAB vs RAJASTHAN ROYALS,Rajasthan Royals won by 78 runs,https://www.cricbuzz.com/cricket-scores/10576/kxip-vs-rr-30th-match-indian-premier-league-2009,Kingsmead,Durban,False
3585441,2009,31st match,2009-05-05,DELHI CAPITALS vs KOLKATA KNIGHT RIDERS,Delhi Daredevils won by 9 wickets (with 6 balls remaining),https://www.cricbuzz.com/cricket-scores/10575/dc-vs-kkr-31st-match-indian-premier-league-2009,Kingsmead,Durban,False
7290924,2009,32nd match,2009-05-06,DECCAN CHARGERS vs MUMBAI INDIANS,Deccan Chargers won by 19 runs,https://www.cricbuzz.com/cricket-scores/10574/dcg-vs-mi-32nd-match-indian-premier-league-2009,SuperSport Park,Centurion,False
8710428,2009,33rd match,2009-05-07,ROYAL CHALLENGERS BANGALORE vs RAJASTHAN ROYALS,Rajasthan Royals won by 7 wickets (with 30 balls remaining),https://www.cricbuzz.com/cricket-scores/10573/rcb-vs-rr-33rd-match-indian-premier-league-2009,SuperSport Park,Centurion,False
2161831,2009,34th match,2009-05-07,CHENNAI SUPER KINGS vs KINGS XI PUNJAB,Chennai Super Kings won by 12 runs (D/L method),https://www.cricbuzz.com/cricket-scores/10572/csk-vs-kxip-34th-match-indian-premier-league-2009,SuperSport Park,Centurion,False
7731618,2009,35th match,2009-05-08,DELHI CAPITALS vs MUMBAI INDIANS,Delhi Daredevils won by 7 wickets (with 7 balls remaining),https://www.cricbuzz.com/cricket-scores/10571/dc-vs-mi-35th-match-indian-premier-league-2009,Buffalo Park,East London,False
3978058,2009,36th match,2009-05-09,DECCAN CHARGERS vs KINGS XI PUNJAB,Kings XI Punjab won by 3 wickets (with 1 ball remaining),https://www.cricbuzz.com/cricket-scores/10570/dcg-vs-kxip-36th-match-indian-premier-league-2009,Diamond Oval,Kimberley,False
2136480,2009,37th match,2009-05-09,CHENNAI SUPER KINGS vs RAJASTHAN ROYALS,Chennai Super Kings won by 7 wickets (with 10 balls remaining),https://www.cricbuzz.com/cricket-scores/10569/csk-vs-rr-37th-match-indian-premier-league-2009,Diamond Oval,Kimberley,False
2849833,2009,38th match,2009-05-10,ROYAL CHALLENGERS BANGALORE vs MUMBAI INDIANS,Mumbai Indians won by 16 runs,https://www.cricbuzz.com/cricket-scores/10568/rcb-vs-mi-38th-match-indian-premier-league-2009,St George's Park,Port Elizabeth,False
9103762,2009,39th match,2009-05-10,DELHI CAPITALS vs KOLKATA KNIGHT RIDERS,Delhi Daredevils won by 7 wickets (with 17 balls remaining),https://www.cricbuzz.com/cricket-scores/10567/dc-vs-kkr-39th-match-indian-premier-league-2009,The Wanderers Stadium,Johannesburg,False
4852758,2009,40th match,2009-05-11,DECCAN CHARGERS vs RAJASTHAN ROYALS,Deccan Chargers won by 53 runs,https://www.cricbuzz.com/cricket-scores/10566/dcg-vs-rr-40th-match-indian-premier-league-2009,Diamond Oval,Kimberley,False
6159618,2009,41st match,2009-05-12,ROYAL CHALLENGERS BANGALORE vs KOLKATA KNIGHT RIDERS,Royal Challengers Bangalore won by 6 wickets (with 4 balls remaining),https://www.cricbuzz.com/cricket-scores/10565/rcb-vs-kkr-41st-match-indian-premier-league-2009,SuperSport Park,Centurion,False
